game,name,link,affiliation,gender,race,role,games,status
Fallout 2,Fallout 2 doctors,https://fallout.fandom.com/wiki/Fallout_2_doctors,,,,,,
Fallout 2,Fallout 2 merchants,https://fallout.fandom.com/wiki/Fallout_2_merchants,,,,,,
Fallout 2,A. Ron Meyers,https://fallout.fandom.com/wiki/A._Ron_Meyers,"Tanker vagrants, Enclave, (formerly)",Male,Human,"Captain of the, PMV Valdez",,
Fallout 2,ACE,https://fallout.fandom.com/wiki/ACE,Brotherhood of Steel,,Computer,Advanced medical computer,,
Fallout 2,AHS-7,https://fallout.fandom.com/wiki/AHS-7,Hubologists,Male,Human,"AHS-9, 's second in command",,
Fallout 2,AHS-9,https://fallout.fandom.com/wiki/AHS-9,Hubologists,Male,Human,"Hubology, cult leader",,
Fallout 2,Aidan,https://fallout.fandom.com/wiki/Aidan,Slaver's Guild,Male,Human,Bodyguard,,
Fallout 2,Aileen,https://fallout.fandom.com/wiki/Aileen,Anti-mutant conspiracy,Female,Human,Chemist,,
Fallout 2,Aldo,https://fallout.fandom.com/wiki/Aldo,,Male,Human,"Town greeter, New player guide",,
Fallout 2,Algernon,https://fallout.fandom.com/wiki/Algernon,Eldridge,Male,Human,Weaponsmith,,
Fallout 2,Amanda,https://fallout.fandom.com/wiki/Amanda,Joshua,Female,Human,"Vault City, outsider",,
Fallout 2,Amenities aide,https://fallout.fandom.com/wiki/Amenities_aide,Randal,Male,Human,Store clerk,,
Fallout 2,Great Ananias,https://fallout.fandom.com/wiki/Great_Ananias,,Male,Human,Con man,,
Fallout 2,Andrew (Fallout 2),https://fallout.fandom.com/wiki/Andrew_(Fallout_2),Andrew's clinic,Male,Human,Doctor,,
Fallout 2,Angel-Eyes,https://fallout.fandom.com/wiki/Angel-Eyes,"Mercenary raiders, Bishops, Blondie, Tuco",Male,Human,Mercenary,,
Fallout 2,Angela Bishop,https://fallout.fandom.com/wiki/Angela_Bishop,Bishops,Female,Human,Neglected daughter,,
Fallout 2,Anna Winslow,https://fallout.fandom.com/wiki/Anna_Winslow,,Female,"Human, (formerly), Ghost",Ghastly apparition,,
Fallout 2,Arch Dornan,https://fallout.fandom.com/wiki/Arch_Dornan,Enclave Department of the Army,Male,Human,Drill Sergeant,,
Fallout 2,Ardin Buckner,https://fallout.fandom.com/wiki/Ardin_Buckner,,Female,Human,"Buckner House, owner",,
Fallout 2,Ariel,https://fallout.fandom.com/wiki/Ariel,Vault 13,Female,Human,Resident,,
Fallout 2,Arroyo elder,https://fallout.fandom.com/wiki/Arroyo_elder,Arroyo,Female,Human,"Leader of Arroyo, Mother of the, Chosen One",,
Fallout 2,Arroyo hunter,https://fallout.fandom.com/wiki/Arroyo_hunter,Arroyo,Male,Human,Hunter,,
Fallout 2,Arroyo villager,https://fallout.fandom.com/wiki/Arroyo_villager,Arroyo,"Male, Female",Human,Arroyo citizen,,
Fallout 2,Arroyo warrior,https://fallout.fandom.com/wiki/Arroyo_warrior,Arroyo,"Male, Female",Human,Warrior,,
Fallout 2,Ascorti,https://fallout.fandom.com/wiki/Ascorti,Redding,Male,Human,Mayor of Redding,,
Fallout 2,Ascorti guard,https://fallout.fandom.com/wiki/Ascorti_guard,Ascorti,Male,Human,Guard,,
Fallout 2,Athabaska Dick,https://fallout.fandom.com/wiki/Athabaska_Dick,Morningstar mine,Male,Human,Miner,,
Fallout 2,Baddog,https://fallout.fandom.com/wiki/Baddog,Darion,,Dog,"Attack dog, Pet",,
Fallout 2,Badger (Fallout 2),https://fallout.fandom.com/wiki/Badger_(Fallout_2),Tanker vagrants,Male,Human,Information retrieval specialist,,
Fallout 2,Balthas,https://fallout.fandom.com/wiki/Balthas,Modoc,Male,Human,Tanner,,
Fallout 2,Balthas' wife,https://fallout.fandom.com/wiki/Balthas%27_wife,Modoc,Female,Human,Tanner,,
Fallout 2,Bank guard,https://fallout.fandom.com/wiki/Bank_guard,Broken Hills,,Super mutant,Jail guards,,
Fallout 2,Bar patron (Fallout 2),https://fallout.fandom.com/wiki/Bar_patron_(Fallout_2),Vault City,Male,Human,Bar patrons,,
Fallout 2,Barkus,https://fallout.fandom.com/wiki/Barkus,Vault City,Male,Human,Vault City Servant Coordinator,,
Fallout 2,Bath attendant,https://fallout.fandom.com/wiki/Bath_attendant,Sally Dunton,Female,Human,"Bath ""attendant""",,
Fallout 2,Becky's door guard,https://fallout.fandom.com/wiki/Becky%27s_door_guard,"Becky, Becky's guard",Male,Human,,,
Fallout 2,Becky's guard,https://fallout.fandom.com/wiki/Becky%27s_guard,"Becky, Becky's door guard","Male, Female",Human,Guards,,
Fallout 2,Ben Wade,https://fallout.fandom.com/wiki/Ben_Wade,Vault City,Male,Human,Caravan master,,
Fallout 2,Bess (Fallout 2),https://fallout.fandom.com/wiki/Bess_(Fallout_2),,Female,Brahmin,Lame brahmin,,
Fallout 2,Biff (Fallout 2),https://fallout.fandom.com/wiki/Biff_(Fallout_2),Modoc,Male,Human,Substitute butcher,,
Fallout 2,Big Jesus Mordino,https://fallout.fandom.com/wiki/Big_Jesus_Mordino,Mordinos,Male,Human,Head of the Mordino family,,
Fallout 2,Bill (Broken Hills),https://fallout.fandom.com/wiki/Bill_(Broken_Hills),Broken Hills,Male,Human,Caravan master,,
Fallout 2,Bill (New Reno),https://fallout.fandom.com/wiki/Bill_(New_Reno),New Reno,Male,Human,Bar patron,,
Fallout 2,Bill (Vault 15),https://fallout.fandom.com/wiki/Bill_(Vault_15),Vault 15 Squatters,Male,Human,Squatter,,
Fallout 2,Billy (Fallout 2),https://fallout.fandom.com/wiki/Billy_(Fallout_2),The Hole,Male,Human,"Pimp, Bar patron",,
Fallout 2,Bishop's bodyguard,https://fallout.fandom.com/wiki/Bishop%27s_bodyguard,John Bishop,Male,Human,Bodyguard,,
Fallout 2,Bishop's man,https://fallout.fandom.com/wiki/Bishop%27s_man,John Bishop,Male,Human,Guards,,
Fallout 2,Blasphemous Bette,https://fallout.fandom.com/wiki/Blasphemous_Bette,Morningstar Mine,Female,Human,Brawling miner,,
Fallout 2,Blondie,https://fallout.fandom.com/wiki/Blondie,"Mercenary raiders, Bishops, Tuco, Angel-Eyes",Male,Human,Mercenary,,
Fallout 2,Bo (Fallout 2),https://fallout.fandom.com/wiki/Bo_(Fallout_2),Modoc,Male,Human,Substitute Justice of the Peace,,
Fallout 2,Bob (tree),https://fallout.fandom.com/wiki/Bob_(tree),"Harold, Treeminders",,FEV tree,Harold's friend,,
Fallout 2,Boxer (Fallout 2),https://fallout.fandom.com/wiki/Boxer_(Fallout_2),"Stuart Little, New Reno",Male,Human,Boxers,,
Fallout 2,Boxing fan,https://fallout.fandom.com/wiki/Boxing_fan,"New Reno, Boxers","Male, Female",Human,Spectators,,
Fallout 2,Brain (mole rat),https://fallout.fandom.com/wiki/Brain_(mole_rat),Gecko,,"Sentient albino, mole rat",Cult leader,,
Fallout 2,Brian (Fallout 2),https://fallout.fandom.com/wiki/Brian_(Fallout_2),Broken Hills,Male,Ghoul,Nuclear technician,,
Fallout 2,Broken Hills citizen,https://fallout.fandom.com/wiki/Broken_Hills_citizen,Broken Hills,"Male, Female",Human,Citizen,,
Fallout 2,Buck (Fallout 2),https://fallout.fandom.com/wiki/Buck_(Fallout_2),Eldridge,,Dog,Guard dog,,
Fallout 2,Buck Dunton,https://fallout.fandom.com/wiki/Buck_Dunton,"Klamath, Dunton family",Male,Human,"Shop owner, Merchant",,
Fallout 2,Buster,https://fallout.fandom.com/wiki/Buster,,Male,Human,Merchant,,
Fallout 2,Buster's guard,https://fallout.fandom.com/wiki/Buster%27s_guard,Buster,Male,Human,Bodyguards,,
Fallout 2,Cal,https://fallout.fandom.com/wiki/Cal,Tanker vagrants,Male,Human,Merchant,,
Fallout 2,Cameron (Arroyo),https://fallout.fandom.com/wiki/Cameron_(Arroyo),Arroyo,Male,Human,"Warrior, Arroyo, citizen",,
Fallout 2,Caminetto,https://fallout.fandom.com/wiki/Caminetto,Kokoweef Mine,Male,Human,Brawling miner,,
Fallout 2,Carlson's guard,https://fallout.fandom.com/wiki/Carlson%27s_guard,Frank Carlson,Male,Human,Bodyguards,,
Fallout 2,Carlson's kid,https://fallout.fandom.com/wiki/Carlson%27s_kid,Frank Carlson,Male,Human,Child,,
Fallout 2,Cash tender,https://fallout.fandom.com/wiki/Cash_tender,Ascorti,Male,Human,Cashier,,
Fallout 2,Casino bouncer,https://fallout.fandom.com/wiki/Casino_bouncer,"Bishops, Mordinos",Male,Human,Casino bouncer,,
Fallout 2,Casino girl,https://fallout.fandom.com/wiki/Casino_girl,,Female,Human,Game leaders,,
Fallout 2,Casino patron,https://fallout.fandom.com/wiki/Casino_patron,New Reno,"Male, Female",Human,Patron,,
Fallout 2,Cat's Paw girl,https://fallout.fandom.com/wiki/Cat%27s_Paw_girl,"New Reno, Miss Kitty",Female,Human,Prostitute,,
Fallout 2,Chad (Fallout 2),https://fallout.fandom.com/wiki/Chad_(Fallout_2),Broken Hills,Male,Human,Caravan master,,
Fallout 2,Charles Curling,https://fallout.fandom.com/wiki/Charles_Curling,Enclave Research and Development Division,Male,Human,Scientist,,
Fallout 2,Charlie (Fallout 2),https://fallout.fandom.com/wiki/Charlie_(Fallout_2),Vault City,Male,Human,Vault City citizen,,
Fallout 2,Chicken (deathclaw),https://fallout.fandom.com/wiki/Chicken_(deathclaw),Rose,Female,Deathclaw,Egg layer,,
Fallout 2,Child (Fallout 2),https://fallout.fandom.com/wiki/Child_(Fallout_2),,"Male, Female",Human,,,
Fallout 2,Chip,https://fallout.fandom.com/wiki/Chip,Tanker vagrants,Male,Human,Tanker vagrant,,
Fallout 2,Chop Shop mechanic,https://fallout.fandom.com/wiki/Chop_Shop_mechanic,Bishops,Male,Human,"Techie, Thug",,
Fallout 2,Chosen One,https://fallout.fandom.com/wiki/Chosen_One,"Arroyo, Optional:, Bishops, Hubologists, Mordinos, NCR Rangers, Salvatores, Shi, Slaver's Guild, Vault City, Wrights",Player's choice,"Human, Cyborg, (optional)",Player character,,
Fallout 2,Chris (Fallout 2),https://fallout.fandom.com/wiki/Chris_(Fallout_2),Enclave,Male,Human,"Gas station attendant, Enclave overwatch/sentry",,
Fallout 2,Chrissy,https://fallout.fandom.com/wiki/Chrissy,Vault 15 Squatters,Female,Human,Squatter,,
Fallout 2,Christopher Wright,https://fallout.fandom.com/wiki/Christopher_Wright,Wrights,Male,Human,Still overseer,,
Fallout 2,Chuck Dunton,https://fallout.fandom.com/wiki/Chuck_Dunton,"Klamath, Dunton family",Male,Human,"Shop owner, Merchant",,
Fallout 2,Chuck Stodgers,https://fallout.fandom.com/wiki/Chuck_Stodgers,None,Male,Human,Cultural reference,,
Fallout 2,Citizen prisoner,https://fallout.fandom.com/wiki/Citizen_prisoner,,"Male, Female",Human,Citizens,,
Fallout 2,Cody,https://fallout.fandom.com/wiki/Cody,,Male,Human,Orphan,,
Fallout 2,Coffin Willie,https://fallout.fandom.com/wiki/Coffin_Willie,,Male,Ghoul,Buried groaner,,
Fallout 2,Commander's door guard,https://fallout.fandom.com/wiki/Commander%27s_door_guard,"Enclave, Navarro base commander",Male,Human,Sentry,,
Fallout 2,Cookie (Navarro),https://fallout.fandom.com/wiki/Cookie_(Navarro),Enclave,Male,Human,Cook,,
Fallout 2,Cornelius,https://fallout.fandom.com/wiki/Cornelius,Rose's Bed and Breakfast,Male,Human,B&B manager,,
Fallout 2,Corsican Brothers,https://fallout.fandom.com/wiki/Corsican_Brothers,Mordinos,Male,Human,Porn businessmen,,
Fallout 2,Corsican Brothers' bodyguard,https://fallout.fandom.com/wiki/Corsican_Brothers%27_bodyguard,Corsican Brothers,Female,Human,Guard,,
Fallout 2,Craps dealer,https://fallout.fandom.com/wiki/Craps_dealer,Rebecca Dyer,"Male, Female",Human,Craps game leader,,
Fallout 2,Crashed vertibird robot,https://fallout.fandom.com/wiki/Crashed_vertibird_robot,"Enclave, (formerly)",,"Mister Handy, robot",Enemy,,
Fallout 2,Crocket,https://fallout.fandom.com/wiki/Crocket,Hubologists,Male,Human,Head scientist,,
Fallout 2,Curtis (Fallout 2),https://fallout.fandom.com/wiki/Curtis_(Fallout_2),,Male,Human,Child,,
Fallout 2,Dalia,https://fallout.fandom.com/wiki/Dalia,"Vault 13, Vault 15",Female,Human,"Darion, 's henchman, Vault 13 resident",,
Fallout 2,Dan (Fallout 2),https://fallout.fandom.com/wiki/Dan_(Fallout_2),Broken Hills,Male,Human,Worried spouse,,
Fallout 2,Dan McGrew,https://fallout.fandom.com/wiki/Dan_McGrew,New Reno,Male,Human,Morningstar Mine owner,,
Fallout 2,Dan's wife (Fallout 2),https://fallout.fandom.com/wiki/Dan%27s_wife_(Fallout_2),,Female,Human,Corpse,,
Fallout 2,Daniel Bird,https://fallout.fandom.com/wiki/Daniel_Bird,Enclave,Male,Human,Volunteer test subject and executive office holder,,
Fallout 2,Dar (Fallout 2),https://fallout.fandom.com/wiki/Dar_(Fallout_2),"Gruthar, 's pack",Male,Intelligent deathclaw,Brood guardian,,
Fallout 2,Darion,https://fallout.fandom.com/wiki/Darion,New Khans,Male,Human,Leader,,
Fallout 2,Darion's personal guard,https://fallout.fandom.com/wiki/Darion%27s_personal_guard,Darion,Male,Human,"Raider, Bodyguard",,
Fallout 2,Darrow,https://fallout.fandom.com/wiki/Darrow,Vault City,Female,Human,Merchant,,
Fallout 2,Dave (Fallout 2),https://fallout.fandom.com/wiki/Dave_(Fallout_2),,Male,Human,Vault dweller,,
Fallout 2,Dave Handy,https://fallout.fandom.com/wiki/Dave_Handy,Hubologists,Male,Human,"Hubologist recruiter, Hacker",,
Fallout 2,Davin,https://fallout.fandom.com/wiki/Davin,"Modoc, Chosen One",Male,Human,Slaughterhouse supervisor and potential husband,,
Fallout 2,Den addict,https://fallout.fandom.com/wiki/Den_addict,The Den,"Male, Female",Human,Chem addict,,
Fallout 2,Den customer,https://fallout.fandom.com/wiki/Den_customer,The Den,Male,Human,Bar customers,,
Fallout 2,Den orphan child,https://fallout.fandom.com/wiki/Den_orphan_child,The Den,"Male, Female",Human,,,
Fallout 2,Derek (Fallout 2),https://fallout.fandom.com/wiki/Derek_(Fallout_2),The Den,Male,Human,Citizen,,
Fallout 2,Desperado bartender,https://fallout.fandom.com/wiki/Desperado_bartender,Mordinos,Male,Human,Bartender,,
Fallout 2,Dick Richardson,https://fallout.fandom.com/wiki/Dick_Richardson,Enclave,Male,Human,President,,
Fallout 2,Dobbs,https://fallout.fandom.com/wiki/Dobbs,U.S. Army,Male,Human,Soldier,,
Fallout 2,Dock kid,https://fallout.fandom.com/wiki/Dock_kid,San Francisco,"Male, Female",Human,Squatters,,
Fallout 2,Dorothy (Fallout 2),https://fallout.fandom.com/wiki/Dorothy_(Fallout_2),New California Republic,Female,Human,Engineer,,
Fallout 2,Dragon (Fallout 2),https://fallout.fandom.com/wiki/Dragon_(Fallout_2),"Lo Pan, Shi",Male,Human,Martial artist,,
Fallout 2,Dumont,https://fallout.fandom.com/wiki/Dumont,New California Republic,Male,Human,Sheriff,,
Fallout 2,Duppo,https://fallout.fandom.com/wiki/Duppo,"New California Republic, Stockmen's Association",Male,Human,Head of the Stockmen's Association,,
Fallout 2,Dusty (Fallout 2),https://fallout.fandom.com/wiki/Dusty_(Fallout_2),NCR,Male,Human,Bartender,,
Fallout 2,Earl Marion,https://fallout.fandom.com/wiki/Earl_Marion,"Redding, NCR",Male,Human,Sheriff,,
Fallout 2,Ed (Fallout 2),https://fallout.fandom.com/wiki/Ed_(Fallout_2),Vault City,Male,Human,"Brahmin, dealer",,
Fallout 2,Eldridge,https://fallout.fandom.com/wiki/Eldridge,New Reno,Male,Human,Merchant,,
Fallout 2,Elise,https://fallout.fandom.com/wiki/Elise,New California Republic Rangers,Female,Human,Ranger chief,,
Fallout 2,Elmo,https://fallout.fandom.com/wiki/Elmo,"Unity, (formerly)",,Super mutant,Town drunk,,
Fallout 2,Enclave citizen,https://fallout.fandom.com/wiki/Enclave_citizen,Enclave,"Male, Female",Human,Enclave civilians,,
Fallout 2,Enclave communications officer,https://fallout.fandom.com/wiki/Enclave_communications_officer,Enclave Department of the Army,Male,Human,Communications officer,,
Fallout 2,Enclave Control Company,https://fallout.fandom.com/wiki/Enclave_Control_Company,Enclave Department of the Army,,Human,Enclave perimeter defense,,
Fallout 2,Enclave gate guard,https://fallout.fandom.com/wiki/Enclave_gate_guard,Enclave,Male,Human,"Navarro, gate guard",,
Fallout 2,Enclave scientist (Fallout 2),https://fallout.fandom.com/wiki/Enclave_scientist_(Fallout_2),Enclave Research and Development Division,Male,Human,Scientist,,
Fallout 2,Enclave soldier (Fallout 2),https://fallout.fandom.com/wiki/Enclave_soldier_(Fallout_2),Enclave Department of the Army,"Male, Female",Human,Light infantry,,
Fallout 2,Enclave specialist,https://fallout.fandom.com/wiki/Enclave_specialist,Enclave,Male,Human,Enclave technician,,
Fallout 2,Enclave technician,https://fallout.fandom.com/wiki/Enclave_technician,Enclave,,Human,Enclave technicians,,
Fallout 2,Enlightened One,https://fallout.fandom.com/wiki/Enlightened_One,Hubologists,Female,Human,Hubologist preacher,,
Fallout 2,Enrico Savinelli,https://fallout.fandom.com/wiki/Enrico_Savinelli,New Reno,Male,Human,Caravan driver,,
Fallout 2,Eric (Broken Hills),https://fallout.fandom.com/wiki/Eric_(Broken_Hills),Broken Hills,Male,Ghoul,Citizen,,
Fallout 2,Ethyl Wright,https://fallout.fandom.com/wiki/Ethyl_Wright,"Wrights, Temperance Union",Female,Human,Matriarch,,
Fallout 2,Evan Holyfeld,https://fallout.fandom.com/wiki/Evan_Holyfeld,"Stuart Little, Mark Torrance",Male,Human,Boxer,,
Fallout 2,Fannie Mae,https://fallout.fandom.com/wiki/Fannie_Mae,Redding,Female,Human,Prostitute,,
Fallout 2,Farrel,https://fallout.fandom.com/wiki/Farrel,Cornelius,Male,Human,Impoverished farmer,,
Fallout 2,Feargus (Arroyo),https://fallout.fandom.com/wiki/Feargus_(Arroyo),Arroyo,Male,Human,"Tribesman, Citizen",,
Fallout 2,Feargus (NCR),https://fallout.fandom.com/wiki/Feargus_(NCR),Darion,Male,Human,"New Khans, spy",,
Fallout 2,Felix (Fallout 2),https://fallout.fandom.com/wiki/Felix_(Fallout_2),NCR,Male,Human,Ranch foreman,,
Fallout 2,Female punk,https://fallout.fandom.com/wiki/Female_punk,Tanker vagrants,Female,Human,Vagrants,,
Fallout 2,Ferndown,https://fallout.fandom.com/wiki/Ferndown,Caravan merchants,Male,Human,Driver,,
Fallout 2,Festus (Fallout 2),https://fallout.fandom.com/wiki/Festus_(Fallout_2),Gecko,Male,Ghoul,Foreman,,
Fallout 2,Feuding couple,https://fallout.fandom.com/wiki/Feuding_couple,"Master's Army, (formerly), Broken Hills","Male, Female",Super mutant,Mutant couple,,
Fallout 2,Flick,https://fallout.fandom.com/wiki/Flick,The Den,Male,Human,"General store owner, Merchant",,
Fallout 2,Fluffer,https://fallout.fandom.com/wiki/Fluffer,Corsican Brothers,Female,Human,"""Warm-up"" girls",,
Fallout 2,Franc,https://fallout.fandom.com/wiki/Franc,Anti-mutant conspiracy,Male,Human,Prisoner,,
Fallout 2,Francis (Fallout 2),https://fallout.fandom.com/wiki/Francis_(Fallout_2),"Unity, (formerly), Broken Hills",Male,Super mutant,Citizen,,
Fallout 2,Frank Carlson,https://fallout.fandom.com/wiki/Frank_Carlson,New California Republic,Male,Human,Vice President of the NCR,,
Fallout 2,Frank Horrigan,https://fallout.fandom.com/wiki/Frank_Horrigan,Secret Service,Male,"Human, (formerly), Super mutant, (, Cyborg, )","Enclave, Secret Service agent, Endgame boss",,Deceased
Fallout 2,Frankie (Fallout 2),https://fallout.fandom.com/wiki/Frankie_(Fallout_2),The Den,Male,Human,Bar owner,,
Fallout 2,Fred (Fallout 2),https://fallout.fandom.com/wiki/Fred_(Fallout_2),,Male,Human,Junkie,,
Fallout 2,Frenchy,https://fallout.fandom.com/wiki/Frenchy,"Sims, ,, Paine",Male,Human,Street singer,,
Fallout 2,Frog Morton,https://fallout.fandom.com/wiki/Frog_Morton,Morton family,Male,Human,Gang leader,,
Fallout 2,Fung,https://fallout.fandom.com/wiki/Fung,Shi,Male,Human,Doctor,,
Fallout 2,Gecko citizen,https://fallout.fandom.com/wiki/Gecko_citizen,Gecko,Male,Ghoul,Citizen,,
Fallout 2,Ghost Farm child,https://fallout.fandom.com/wiki/Ghost_Farm_child,Slags,"Male, Female",Human,,,
Fallout 2,Gimpy Jim,https://fallout.fandom.com/wiki/Gimpy_Jim,Klamath,Male,Human,Trapper,,
Fallout 2,Gond,https://fallout.fandom.com/wiki/Gond,"Unity, (formerly), New California Republic Rangers",Male,Super mutant,,,
Fallout 2,Gordon (Gecko),https://fallout.fandom.com/wiki/Gordon_(Gecko),Renewal,Male,Ghoul,Opportunist,,
Fallout 2,Gordon (Vault 13),https://fallout.fandom.com/wiki/Gordon_(Vault_13),Vault 13,Male,Human,Shrine keeper,,
Fallout 2,Goris,https://fallout.fandom.com/wiki/Goris,,Male,Deathclaw,"Scholar, Companion, (optional)",,
Fallout 2,Granite,https://fallout.fandom.com/wiki/Granite,Enclave Department of the Army,"Male, [, 1, ]",Human,"Enclave Control Company, leader",,
Fallout 2,Grant (Fallout 2),https://fallout.fandom.com/wiki/Grant_(Fallout_2),NCR police,Male,Human,Entry guard,,
Fallout 2,Gregory (Fallout 2),https://fallout.fandom.com/wiki/Gregory_(Fallout_2),Vault City,Male,Human,"Aide to, First Citizen",,
Fallout 2,Grisham,https://fallout.fandom.com/wiki/Grisham,Modoc,Male,Human,Butcher,,
Fallout 2,Grundel,https://fallout.fandom.com/wiki/Grundel,"Unity, (formerly)",Male,"Super mutant, (2nd generation)",Hungry super mutant,,
Fallout 2,Gruthar,https://fallout.fandom.com/wiki/Gruthar,"Enclave, (formerly), Gruthar's pack",Male,Talking deathclaw,Leader,,
Fallout 2,Guard captain,https://fallout.fandom.com/wiki/Guard_captain,NCR,Female,Human,Guard,,
Fallout 2,Gunther (Fallout 2),https://fallout.fandom.com/wiki/Gunther_(Fallout_2),New California Republic,Male,Human,Aide to President Tandi,,
Fallout 2,Hakunin,https://fallout.fandom.com/wiki/Hakunin,Arroyo,Male,Human,Village shaman,,
Fallout 2,Hal,https://fallout.fandom.com/wiki/Hal,,Male,Human,,,
Fallout 2,Hank (Fallout 2),https://fallout.fandom.com/wiki/Hank_(Fallout_2),Gecko,Male,Ghoul,Reactor maintenance,,
Fallout 2,Happy Harry,https://fallout.fandom.com/wiki/Happy_Harry,,Male,Human,Shopkeeper,,
Fallout 2,Harold,https://fallout.fandom.com/wiki/Harold,"Treeminders, Bob",Male,"FEV, mutant, Numen","Informant, Foreman, [, 1, ], of Gecko, Treeminder deity",,
Fallout 2,Harry (Fallout 2),https://fallout.fandom.com/wiki/Harry_(Fallout_2),Hubologists,Male,Human,Chief rocket technician,,
Fallout 2,Henchman,https://fallout.fandom.com/wiki/Henchman,Broken Hills,"Male, Female",Human,Mercenary,,
Fallout 2,Henry,https://fallout.fandom.com/wiki/Henry,"Enclave Research and Development Division, Jacobstown, Enclave remnants",Male,CaucasianOldAged,Scientist,,
Fallout 2,Herb,https://fallout.fandom.com/wiki/Herb,"The, Dragon",Male,Human,"Martial artist, Opponent Chosen One",,
Fallout 2,Holden,https://fallout.fandom.com/wiki/Holden,Vault City,Male,Human,"Randal, 's assistant",,
Fallout 2,Holliday,https://fallout.fandom.com/wiki/Holliday,Broken Hills,Male,Human,Doctor,,
Fallout 2,Hoss (Fallout 2),https://fallout.fandom.com/wiki/Hoss_(Fallout_2),,Male,Human,"Tandi, 's son",,
Fallout 2,Hubologist guard,https://fallout.fandom.com/wiki/Hubologist_guard,Hubologists,"Male, Female",Human,Guard,,
Fallout 2,Imbot,https://fallout.fandom.com/wiki/Imbot,Lo Pan,Male,Human,"Martial artist, Opponent Chosen One",,
Fallout 2,Jack (Fallout 2),https://fallout.fandom.com/wiki/Jack_(Fallout_2),New California Republic,Male,Human,Policeman,,
Fallout 2,Jackpot Jane,https://fallout.fandom.com/wiki/Jackpot_Jane,"Redding, ,, Mining Camp",Female,Human,Fight manager,,
Fallout 2,Jacob the Chemist,https://fallout.fandom.com/wiki/Jacob_the_Chemist,Anti-mutant conspiracy,Male,Human,Chemist,,
Fallout 2,Jagged Jimmy J,https://fallout.fandom.com/wiki/Jagged_Jimmy_J,New Reno,Male,Human,Jet dealer,,
Fallout 2,James Hoffy,https://fallout.fandom.com/wiki/James_Hoffy,Redding,Male,Human,Caravan master,,
Fallout 2,Jenna,https://fallout.fandom.com/wiki/Jenna,Tanker vagrants,Female,Human,Merchant,,
Fallout 2,Jenny (Fallout 2),https://fallout.fandom.com/wiki/Jenny_(Fallout_2),None,Female,Human,"Bath attendant, Prostitute",,
Fallout 2,Jeremy (Fallout 2),https://fallout.fandom.com/wiki/Jeremy_(Fallout_2),Gecko,Male,Ghoul,Supply cabinet chief,,
Fallout 2,Jet whore,https://fallout.fandom.com/wiki/Jet_whore,Tubby,Female,Human,"Slave, Jet, addicts",,
Fallout 2,Jimmy (San Francisco),https://fallout.fandom.com/wiki/Jimmy_(San_Francisco),"The, Dragon",Male,Human,"Martial artist, Chosen One's opponent",,
Fallout 2,Jimmy (Vault 13),https://fallout.fandom.com/wiki/Jimmy_(Vault_13),"Gruthar, 's pack",Male,Human,Resident technician,,
Fallout 2,Jing Tie Gahng,https://fallout.fandom.com/wiki/Jing_Tie_Gahng,Shi,Male,Human,Head of Chemistry Department,,
Fallout 2,Jo (Fallout 2),https://fallout.fandom.com/wiki/Jo_(Fallout_2),Modoc,Male,Human,"Trader, Sheriff, Mayor, Justice of the Peace",,
Fallout 2,Joanne Lynette,https://fallout.fandom.com/wiki/Joanne_Lynette,Vault City,Female,Human,"First Citizen, Honorary Council Member (2242-)",,
Fallout 2,Jobe,https://fallout.fandom.com/wiki/Jobe,"The, Dragon",Male,Human,"Martial artist, Opponent Chosen One",,
Fallout 2,Joey,https://fallout.fandom.com/wiki/Joey,None,Male,Human,Chem dealer,,
Fallout 2,Joey's thug,https://fallout.fandom.com/wiki/Joey%27s_thug,Joey,"Male, Female",Human,Guard,,
Fallout 2,John (Fallout 2),https://fallout.fandom.com/wiki/John_(Fallout_2),Vault 15 Squatters,Male,Human,Squatter,,
Fallout 2,John Bishop,https://fallout.fandom.com/wiki/John_Bishop,Bishops,Male,Human,Bishop family leader,,
Fallout 2,John Cassidy,https://fallout.fandom.com/wiki/John_Cassidy,Chosen One,Male,Human,"Owner and bartender of the, Spittoon, Companion, (optional), Adventurer (formerly)",,
Fallout 2,John L. Sullivan,https://fallout.fandom.com/wiki/John_L._Sullivan,Klamath,Male,Human,Retired pugilist,,
Fallout 2,Johnson (Fallout 2),https://fallout.fandom.com/wiki/Johnson_(Fallout_2),Vault City,Male,Human,Physician of Redding,,
Fallout 2,Jones (Fallout 2),https://fallout.fandom.com/wiki/Jones_(Fallout_2),"New Khans, New California Republic, (formerly), Vault City, (formerly)",Male,Human,Doctor,,
Fallout 2,Jonny,https://fallout.fandom.com/wiki/Jonny,Laddie,Male,Human,Child,,
Fallout 2,Joqq,https://fallout.fandom.com/wiki/Joqq,Stuart Little,Male,Human,Boxer,,
Fallout 2,Jordan,https://fallout.fandom.com/wiki/Jordan,Arroyo,Male,Human,"Tribesman, Warrior",,
Fallout 2,Joseph (Fallout 2),https://fallout.fandom.com/wiki/Joseph_(Fallout_2),Vault 13,Male,Human,"Herbalist, Doctor",,
Fallout 2,Josh Laurence,https://fallout.fandom.com/wiki/Josh_Laurence,Redding,Male,Human,Bartender,,
Fallout 2,Joshua (Den),https://fallout.fandom.com/wiki/Joshua_(Den),Brotherhood of Steel,Male,Human,Sentry,,
